"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default_payment_next_month"
240000,2,1,2,39,0,-1,0,0,0,0,52582,238861,198351,195242,187710,171828,275271,6678,7537,10555,5223,5829,0
150000,2,2,1,36,-2,-2,-1,-1,2,-1,11074,2500,190,3173,673,38100,2510,190,3180,0,38100,5000,0
60000,2,2,1,48,0,0,0,0,0,0,56793,58032,59624,58124,58852,58872,2079,2530,1865,1445,293,1545,0
180000,2,2,1,40,-1,-1,-1,-1,-1,-1,1552,776,0,1752,70000,10552,776,0,1752,70000,10552,9776,1
120000,2,2,2,37,0,-1,-1,-1,-1,-1,3020,380,380,380,380,380,763,380,380,380,380,530,0
110000,2,2,1,43,0,0,0,0,0,0,92400,93815,97307,99666,102082,105500,4500,5000,4000,4000,5000,6804,0
2e+05,2,1,1,42,-2,-2,-2,-2,-1,-1,0,0,0,0,1830,0,0,0,0,1830,0,0,1
220000,2,1,2,32,0,0,0,0,0,0,217798,221834,222830,195121,169396,173875,8000,18000,7000,6000,7000,6100,0
250000,2,1,1,36,-2,-2,-2,-2,-2,-2,2501,3978,6560,4438,4309,816,3978,6560,4438,4311,816,9165,0
250000,2,1,2,39,-2,-2,-2,-2,-2,-2,0,632,316,0,316,632,640,316,0,316,632,150,0
4e+05,2,3,1,47,-2,-2,-2,-2,-2,-2,1706,365,3213,2578,9660,24355,360,3224,2580,9660,24355,0,0
50000,2,2,2,38,0,0,0,0,0,0,38909,39498,38272,29810,18674,19391,2510,2000,3000,4000,1000,1000,0
480000,2,1,2,48,-2,-2,-2,-2,-2,-2,1088,188,257,1697,188,22507,188,257,1697,188,22507,370,0
470000,2,1,1,39,-1,0,0,0,0,0,236168,125853,143646,113422,96921,94405,26309,20745,13422,6921,5645,6114,0
3e+05,2,1,1,36,0,0,0,0,0,0,30184,28384,26700,22554,11858,13838,2000,2000,2552,2000,3000,8000,0
160000,2,2,2,44,1,-2,-1,-1,-1,-1,-4,-4,3454,0,3312,0,0,3458,0,3312,0,0,0
160000,2,1,1,42,-1,-1,-1,-1,-1,0,3359,4420,3062,6117,4781,1450,4428,3062,6119,4781,0,6058,0
230000,2,1,2,33,-1,-1,-1,-1,-1,-1,2231,3496,4006,411,1511,1334,3500,4091,411,1511,1334,1157,0
50000,2,3,2,49,0,0,0,0,0,0,39839,37595,23250,26293,21508,20971,5006,1602,10002,5000,2000,2000,0
360000,2,1,2,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
150000,2,2,1,50,0,0,0,0,0,0,145445,111500,101996,56503,38650,28775,6006,4450,3243,2000,2000,1000,1
70000,2,2,1,50,0,0,0,0,0,0,12893,13867,14897,15941,16376,16959,1530,1560,1600,1000,1000,2400,0
450000,2,1,1,49,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
2e+05,2,2,1,49,1,-2,-2,-2,-2,-2,-5,728,0,0,0,0,737,0,0,0,0,0,1
50000,2,2,2,52,0,0,0,0,0,0,33713,22989,15843,16825,14637,15397,2000,1400,2000,5000,1000,1000,1
210000,2,3,1,48,0,0,0,0,0,0,119513,111730,107150,102418,97653,92653,4000,3885,3712,3599,3346,2920,0
360000,2,2,1,49,-1,-1,-1,-1,-1,-1,800,908,1081,1538,0,804,923,1081,1538,0,804,200,0
230000,2,3,1,50,-2,-2,-2,-2,-2,-2,2785,2942,2520,2936,3493,3160,2944,2520,2936,3493,3160,2784,0
50000,2,3,1,48,0,0,0,0,0,-2,73181,65931,58773,58918,0,0,2500,2428,1423,0,0,0,1
120000,2,2,1,50,2,0,0,0,2,2,81970,82726,85390,91549,92754,94722,3000,4000,7600,3600,3600,3600,1
340000,2,1,2,50,1,-2,-2,-2,-2,-2,2728,15650,11550,11058,6912,4125,15688,11554,11058,6917,4125,4850,0
50000,2,3,1,49,0,0,0,0,0,-2,49212,48496,49412,49590,0,0,48564,2000,1000,0,0,0,1
70000,2,3,1,49,1,2,2,2,2,0,9915,9607,11913,12518,12022,12179,0,2468,1100,0,500,600,0
1e+05,2,2,1,50,0,0,0,0,0,0,94672,96838,95732,91556,93403,95661,4606,4600,3500,3372,3793,4000,0
20000,2,2,1,49,0,0,0,0,0,0,13562,14573,15290,16300,16624,16974,1543,1260,1270,594,617,1425,1
80000,2,2,1,49,0,0,0,0,0,0,77298,61998,47941,47851,48804,50033,2385,5000,2000,1732,2000,3003,0
280000,2,3,2,49,-2,-2,-2,-1,-1,0,800,1020,0,1075,141246,146349,1028,0,1075,141246,6349,9192,0
3e+05,2,2,1,50,-2,-2,-2,-2,-2,-2,880,0,0,0,0,0,0,0,0,0,0,0,0
140000,2,2,2,50,0,0,0,0,0,0,128846,133778,131241,25994,25769,24552,7000,6000,3000,5000,4000,6000,1
210000,2,2,2,49,-1,-1,-1,-1,0,0,994,4045,4056,65825,60803,56578,6042,4056,65825,1420,1132,5000,1
1e+05,2,3,1,49,0,0,0,0,0,0,41092,41807,43348,42782,40779,40618,2000,3000,1900,1550,1430,3143,0
50000,2,2,1,50,0,0,0,0,0,0,14617,16335,18061,18955,19933,21605,2000,2000,1500,1300,2000,1000,0
20000,2,3,1,51,0,0,0,0,0,0,13204,14200,16958,19651,37332,19225,1243,3000,3000,3772,1420,729,0
50000,2,3,1,50,0,0,0,0,0,0,36138,38078,36766,30490,26934,28118,3000,10000,5000,1500,2000,2000,1
260000,2,2,1,50,0,0,0,0,0,0,262206,171626,175869,180891,184952,182328,7000,7000,8000,7032,13603,5000,0
120000,2,2,1,52,1,2,0,0,0,0,123248,117849,120471,117218,116871,122192,0,6100,5700,4500,9000,4700,1
380000,2,3,2,51,-1,-1,0,-1,0,-1,43694,60718,21814,47964,33405,2981,60446,2200,48000,0,2981,35500,0
80000,2,3,1,65,0,0,0,0,0,0,81970,80260,82116,80299,81416,81617,3470,3750,3520,3069,3271,3262,0
240000,2,1,1,50,-2,-2,-2,-2,-2,-2,500,-2,497,-3,-3,-3,0,499,0,0,0,0,0
30000,2,2,1,54,0,0,0,0,0,-1,33441,32978,32415,30324,31124,25502,2510,2430,1300,1000,34436,950,1
30000,2,2,1,59,0,0,0,0,0,0,27570,27921,28585,29007,29195,21335,1450,1503,1315,893,1000,513,0
80000,2,3,2,55,1,-1,0,0,0,0,78950,80362,77986,78803,50140,47757,86367,3837,3141,2000,2000,2000,0
50000,2,2,1,54,0,0,0,0,0,0,50574,49717,49661,49581,49550,48871,2106,2013,1747,2012,2000,5900,0
10000,2,1,2,56,1,2,2,2,0,0,12006,6367,9839,6998,3183,1151,1000,4000,0,0,0,0,0
1e+05,2,3,1,50,2,2,2,2,-1,0,117681,110537,99734,99973,71008,66735,4700,0,3000,103000,2500,3000,1
280000,2,3,1,50,-2,-2,-2,-2,-2,-2,0,0,0,679,3047,5742,0,0,679,3047,5742,440,0
30000,2,3,1,55,1,2,0,0,0,0,30712,29278,30393,29785,30377,30155,0,1600,1585,1377,1155,2600,1
170000,2,2,2,51,0,0,0,0,0,0,154090,161679,165068,166227,109682,112906,10000,7500,6778,4000,5000,5000,0
60000,2,2,1,52,1,2,0,0,0,0,28949,27122,27774,28347,28515,28715,0,1481,1444,1002,1030,1081,0
1e+05,2,3,1,50,0,0,0,0,0,0,93005,96180,97701,100113,102120,73630,4338,3518,3567,3183,2674,2836,0
160000,2,1,1,58,-2,-2,-2,-2,-2,-2,750,3883,3584,1830,390,390,3887,3594,2246,390,390,390,1
50000,2,2,2,55,0,0,0,0,0,0,40576,40088,38706,38034,23675,22888,1617,2180,2004,1000,1002,1004,0
190000,2,2,1,55,-1,-1,-1,-1,-1,-1,6656,6476,14501,1190,3705,1049,6450,14915,1190,3705,1049,10160,0
50000,2,3,1,52,0,0,0,0,-1,-1,48173,49024,38085,0,10400,0,2035,1650,0,10400,0,0,0
30000,2,3,2,55,-2,-2,-2,-1,-1,-2,-312,340,-220,780,0,0,500,0,1000,0,0,0,0
30000,2,3,1,54,2,2,2,2,0,0,24189,23498,26400,25682,26155,27972,0,3600,0,1200,2400,0,1
180000,2,3,1,61,0,0,0,0,0,0,20549,21560,22587,23599,24069,24573,1354,1380,1392,862,892,1000,1
120000,2,3,1,58,1,2,2,2,2,2,79390,81490,83496,84333,85444,87323,4000,3900,3100,3400,3400,3400,1
80000,2,3,1,55,0,0,0,-2,-2,-2,72514,41300,0,0,0,0,3000,0,0,0,0,0,0
4e+05,2,2,1,49,-2,-2,-2,-2,-2,-2,390,389,389,320,14185,389,390,390,321,14255,390,390,0
120000,2,3,2,53,0,0,0,0,0,0,118723,119177,118068,120457,90843,91267,4210,4435,4592,3171,3256,3260,0
1e+05,2,1,1,52,2,2,2,2,2,2,40959,43036,45127,44183,47211,46401,3000,3000,0,4000,0,3000,1
3e+05,2,1,2,52,-1,-1,0,-1,0,0,582,111383,111665,14325,11416,10523,107124,3000,14325,0,0,9927,0
80000,2,3,1,69,0,0,0,0,0,0,79838,80921,79627,80610,62447,60850,3000,3000,3000,2324,2500,3000,0
5e+05,2,3,1,53,-1,-1,-1,-1,-1,-1,1459,961,159,720,3157,2336,955,159,720,3160,2336,1033,0
10000,2,3,1,51,0,0,2,0,0,2,4430,6733,6480,7495,8735,8453,2400,0,1131,1371,0,1794,0
280000,2,1,1,63,-2,-2,-2,-2,-2,-2,-191,-200,-200,-200,-200,-200,0,0,0,0,0,200,1
20000,2,2,2,55,0,0,0,0,0,0,16501,17512,18481,15495,15938,16680,1290,1258,1260,700,1000,2100,0
110000,2,2,1,59,0,0,0,0,0,0,100792,40387,37689,37750,33281,30968,1914,2000,2000,1300,1500,5000,0
290000,2,2,1,60,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,2,1,1,48,-1,-1,-1,-2,-2,-1,1196,1150,0,0,0,7685,1150,0,0,0,7685,0,1
60000,2,2,2,57,0,0,2,0,0,0,43990,46810,45781,48814,49802,51034,3810,0,3814,1802,2034,4459,1
140000,2,3,1,52,0,0,0,0,0,0,76929,70841,61422,52576,51301,48202,3000,2200,2400,2000,2050,2150,0
150000,2,2,2,53,0,-1,-1,-1,-1,-1,11469,11052,10252,20618,10457,9624,11040,10253,11000,11500,10000,24000,0
90000,2,2,1,58,1,2,2,2,2,0,25953,25722,28015,28262,27509,28082,500,3000,1000,0,1017,2433,1
30000,2,2,1,51,0,0,-1,-1,-1,-1,11872,6846,7090,2680,390,0,1000,7090,2680,390,0,780,0
60000,2,3,2,52,0,0,0,0,2,0,60278,60585,61257,62697,60816,61685,2171,2483,6084,0,1936,1850,0
490000,2,2,1,52,-1,-1,-1,-1,-1,-1,7363,2779,22595,755,7000,0,2780,22595,762,7000,0,4341,0
230000,2,2,1,56,-2,-2,-2,-2,-2,-2,10515,2381,2580,48310,6390,7194,2385,2580,48342,6390,7194,13250,1
70000,2,2,1,53,0,0,0,0,0,0,71160,71110,69843,70834,70405,71004,2904,3200,2800,2458,2800,2901,0
60000,2,3,1,55,3,2,0,0,0,0,74786,71575,63821,63719,63807,57482,0,9400,2271,2425,2087,2142,1
30000,2,6,1,59,0,0,0,0,0,0,30425,28221,29016,7946,8114,8382,1482,1276,1132,300,400,370,0
70000,2,2,1,62,0,0,0,0,0,0,57214,56269,56333,29288,29524,29764,2864,2702,1500,1100,1100,1150,0
450000,2,3,1,56,1,-1,-1,-1,-1,-1,-4,831,-3,646,-2,418,833,0,649,0,420,1204,1
20000,2,3,2,54,0,0,0,0,0,0,16103,17160,18083,15096,15396,15720,1310,1231,1244,544,565,1500,1
390000,2,1,2,53,-2,-2,-1,-1,-2,-2,446,1540,690,0,0,0,1543,690,0,0,0,717,0
30000,2,2,2,50,0,0,0,0,0,0,10710,12057,12778,14090,14063,14357,1500,1219,1531,504,521,523,0
2e+05,2,3,1,51,1,-1,-1,-2,-2,-2,0,1221,0,0,0,0,1221,0,0,0,0,0,0
140000,2,3,2,59,1,2,0,0,0,0,63677,62042,63445,63729,63751,65421,0,3000,2000,2000,2000,3000,0
30000,2,2,1,51,-2,-2,-2,-2,-2,-2,1727,1222,4952,6693,22761,10044,1224,4972,7629,22817,10056,298,1
180000,2,3,1,64,0,0,0,0,0,0,120000,123963,125022,129079,130109,133714,5896,4525,6123,4644,5688,5699,0
5e+05,2,5,1,54,0,0,0,0,0,0,358581,354394,359522,362412,362550,359481,12724,13464,12821,15033,12788,13000,0
520000,2,3,1,54,0,0,0,0,0,0,592897,671563,689627,706864,383160,294641,28500,30500,30000,15000,15000,0,0
90000,2,3,1,53,-2,-2,-2,-2,-2,-2,825,0,2469,827,0,1654,0,2469,827,0,1654,827,0
260000,2,2,1,54,-1,-1,0,0,0,0,16560,7934,20258,52574,19463,20226,8214,20034,52045,7000,8073,30113,0
50000,2,3,1,51,0,0,0,0,0,0,21972,20454,21899,20895,11241,-861,2000,2100,2000,1000,0,39500,1
80000,2,2,3,59,0,0,0,0,0,0,80919,79175,78713,80684,50400,50058,2791,3300,3600,1568,1625,1649,1
210000,2,2,2,54,0,0,0,0,0,0,197993,201977,205800,205590,98572,90521,8000,11000,6000,4098,3500,3000,0
3e+05,2,1,1,51,0,0,0,0,-2,-2,143376,147527,148925,0,0,0,8270,6825,0,0,0,0,0
20000,2,1,1,53,1,2,2,2,0,0,8965,8313,10179,9394,11462,11410,0,2400,0,2458,2228,780,0
50000,2,3,2,51,0,0,0,0,0,0,25419,27445,28585,29736,21356,23403,2438,1585,1736,2356,2403,2414,0
20000,2,3,1,52,2,2,2,2,0,0,5688,6437,7181,7908,8781,9645,1000,1000,1000,1000,1000,0,1
150000,2,1,1,53,-1,-1,2,-1,-1,0,8727,2484,70,90000,9068,2349,2510,0,90000,9068,0,1985,0
50000,2,3,3,51,0,0,0,0,0,0,44834,45471,46394,47865,47455,48426,2357,2275,2398,1336,1366,1444,1
2e+05,2,3,1,51,1,-1,-1,-1,-1,-1,-191,846,1350,13524,570,2622,1032,1350,13534,570,2622,1050,0
80000,2,3,2,52,0,0,0,0,0,-1,42635,39508,36060,30470,18306,7432,1623,1740,1200,366,7432,0,0
50000,2,3,2,56,0,0,0,0,0,0,48173,49157,50417,48371,15417,16194,1799,2058,1683,600,1017,20698,0
2e+05,2,3,1,55,2,2,3,2,2,2,158651,162697,163143,161906,165807,169599,9139,4842,3000,8000,7000,3000,0
210000,2,3,1,54,0,0,0,0,0,0,94384,96278,98213,99763,99793,101879,3500,3500,4500,3600,3694,3728,0
2e+05,2,3,1,51,0,0,0,0,0,0,99036,99625,99016,101661,103011,103384,3524,4500,5200,4500,3950,4300,0
280000,2,1,1,56,-2,-1,2,-1,-1,-1,-5,4609,1351,1108,1288,3552,4606,1,1109,1290,3561,3279,0
250000,2,3,1,53,1,-1,-1,-1,-1,-1,-12,3823,839,0,1762,0,3844,839,0,1762,0,0,0
90000,2,3,1,55,0,0,0,0,0,0,39723,38272,36858,35447,33465,31680,2000,2000,2000,1400,1400,1712,0
320000,2,1,1,58,-2,-2,-2,-2,-2,-2,1099,0,0,0,0,0,0,0,0,0,0,434,0
130000,2,2,1,53,0,0,0,0,0,0,210380,215308,219970,221119,21904,22052,6817,6794,5315,2000,1000,1000,0
50000,2,3,2,51,-1,-1,2,-1,-1,-1,390,780,390,390,390,1320,780,0,390,390,1320,0,0
80000,2,3,1,51,0,0,0,0,0,-1,6206,6133,4802,3086,1726,1015,1093,1075,1000,35,1015,390,0
430000,2,2,2,51,0,0,0,0,0,0,412962,422898,409626,417113,363553,357476,17200,20015,18027,14015,13010,14006,0
250000,2,1,1,51,1,-1,-1,-1,-1,-1,0,645,3490,0,4789,0,649,3490,0,4789,0,0,0
50000,2,2,1,51,2,2,2,2,3,2,15879,17328,18746,20623,20019,19227,2000,2000,2500,0,0,1000,0
360000,2,3,3,58,0,0,0,-2,-2,-2,35646,35817,-1,-1,-1,-1,1176,0,0,0,0,139,0
450000,2,2,1,53,-2,-2,-1,-1,-1,-1,0,0,1215,5772,2150,670,0,1215,5780,2150,670,3625,0
110000,1,2,2,22,0,0,0,0,0,0,99036,54218,40110,41362,41296,41225,1768,2000,2000,2000,2000,2000,1
2e+05,1,1,2,27,0,0,2,0,0,0,186778,206582,201714,177469,184502,191529,23000,157,10000,10000,10000,17000,1
20000,1,2,2,24,0,0,0,0,0,0,6206,7252,8473,9769,10057,10346,1300,1500,1600,600,600,700,1
70000,1,1,2,28,1,-1,-1,2,2,2,-42,653,3455,3245,1686,1681,700,3000,0,0,0,4000,1
80000,2,3,1,55,2,2,0,0,0,0,71988,70150,72017,73816,75584,77365,0,3000,3000,3000,3000,3000,1
250000,2,2,2,55,-2,-2,-1,-1,0,0,610,1867,2470,3887,4731,8710,1869,2661,3887,1000,4000,1000,0
230000,1,3,1,39,0,0,0,0,-1,-1,53576,75305,56484,38363,4867,2736,25000,5000,5000,4867,2736,0,0
390000,1,2,2,29,-1,-1,0,0,0,0,1243,1476,3436,4868,5781,6681,2000,2000,1500,1000,1000,1000,0
120000,1,1,2,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,1,2,1,27,0,0,0,0,-1,0,19328,20187,17592,14588,624,19945,1500,1295,1200,624,19563,628,0
20000,1,2,1,41,1,-1,-1,-1,0,0,0,3793,1100,17982,18166,0,3800,1103,17982,384,8,17839,0
160000,1,1,2,25,1,-1,2,2,-2,-2,0,10139,7858,0,0,0,10152,0,0,0,0,0,1
240000,1,3,2,35,-1,-1,-1,-1,-1,0,11156,10361,10000,10200,30000,24000,10744,10000,10200,30000,4000,21245,0
30000,1,2,2,23,0,0,-2,-2,-2,-2,41264,0,0,0,0,0,0,0,0,0,0,0,0
50000,1,2,2,24,0,0,0,0,0,0,5601,6696,7783,8843,9209,10070,1200,1200,1200,500,1000,500,0
30000,1,2,2,23,1,2,0,0,0,-1,29772,28707,29235,14040,500,22292,0,1600,1000,0,22292,1000,0
20000,1,1,2,23,0,0,0,0,0,0,19267,18055,2059,2576,1834,1092,2500,1100,1500,200,200,942,0
80000,1,1,2,23,-1,-1,-1,-1,-1,0,9183,9606,3158,2941,2313,1367,9643,3167,2953,3753,4,7949,0
20000,1,2,2,23,3,2,2,7,7,6,2400,2400,2400,2400,2400,1800,0,0,0,0,0,0,1
50000,1,2,2,23,0,0,0,0,0,0,40712,42018,43344,16951,16989,17230,2000,2230,1600,600,500,19742,0
20000,1,2,2,23,0,0,2,2,4,3,10174,14972,17432,19548,18948,18358,4955,3000,2700,0,0,1000,1
30000,1,2,2,24,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,1,2,2,23,1,2,0,0,-1,0,52358,51185,51334,49312,8027,8603,0,3200,3110,32356,700,1700,0
20000,1,2,2,23,0,0,0,0,0,0,19164,18852,16648,19395,20271,20445,2000,1500,4000,2000,2000,2900,0
20000,1,2,2,22,1,2,0,0,0,0,19523,17692,19136,20080,17366,17128,0,1736,1618,902,1000,869,0
20000,1,2,2,22,0,0,0,2,0,0,19590,17152,19637,18671,20116,17617,2000,3100,1000,2000,1000,1100,0
50000,1,2,2,23,0,0,0,0,0,0,48245,49445,51060,50033,9298,7877,2000,2412,5178,5500,500,500,1
10000,1,2,2,23,2,0,0,2,2,2,5225,6410,8717,8431,9079,9110,1274,2580,0,942,321,0,1
10000,1,2,2,23,-2,-1,-1,-1,0,0,999,780,390,3622,3695,3126,780,390,3622,108,246,98,1
20000,1,1,2,22,0,0,0,0,0,0,16613,17446,18534,19145,19547,19947,2000,2000,1278,1000,1000,764,0
10000,1,2,2,22,0,0,0,0,0,0,8766,4060,2774,3764,4001,5134,1100,1300,1200,300,1200,0,0
50000,1,2,2,25,0,0,0,0,0,0,11672,12665,12905,13498,13993,13854,1503,1522,1505,1000,1000,1000,0
30000,1,2,2,25,0,0,0,0,0,0,7642,8864,10062,11581,12580,13716,1500,1500,2000,1500,1500,1500,1
170000,1,1,2,26,0,0,0,0,0,0,118107,112312,107396,96064,96984,93711,3800,13000,3593,3020,3090,2916,0
50000,1,2,2,23,0,0,-2,-2,-1,2,51496,0,0,0,15239,14853,0,0,0,15239,0,540,1
60000,1,2,2,24,2,0,0,0,0,0,27044,25100,21023,16973,12410,11944,1690,2000,1000,1000,6000,5000,1
50000,1,3,2,26,0,0,0,0,0,0,50297,48987,49299,48103,48669,48507,3000,3000,2200,2000,2000,2300,0
50000,1,2,2,22,0,0,0,-1,0,0,46806,47233,22469,28197,18784,17263,4000,2442,28197,634,799,3200,0
50000,1,2,2,24,0,0,0,0,0,-1,49890,49355,34833,28614,29133,29340,1965,1539,1200,719,43945,1001,0
80000,1,1,2,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
3e+05,1,2,2,26,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,1,1,2,23,1,2,0,0,0,2,9014,8707,8519,9505,10127,9677,0,1391,1300,900,0,500,1
30000,1,1,2,24,-1,-1,2,-1,3,2,5855,20190,18794,6650,6118,2235,18641,0,6650,0,0,13000,0
50000,1,1,2,24,0,0,0,0,0,0,20498,19077,20094,19559,16795,17233,1700,1641,1600,600,1000,1300,0
20000,1,1,2,23,2,2,2,2,2,2,5992,7040,7897,7622,8294,8016,1300,1128,0,800,0,1500,1
90000,1,2,2,24,0,0,0,0,0,0,86821,91394,78767,74007,29480,27941,7020,3800,2406,595,570,67,0
20000,1,3,2,24,2,0,0,2,2,2,8301,9310,12130,11644,12250,11910,1161,2980,0,1100,0,1000,1
30000,1,2,2,24,-1,-1,-1,-1,-1,-1,1473,390,390,390,0,780,390,390,390,0,780,0,1
10000,1,2,2,23,0,0,0,0,0,0,10000,9974,9900,9941,9250,9403,1300,1300,1041,1000,2000,464,1
70000,1,1,2,25,0,0,0,0,0,0,31065,28034,26363,22587,21770,19525,2002,1435,1294,1000,1000,1001,0
40000,1,1,2,26,2,0,0,2,2,0,36444,37549,40527,41036,39103,38945,2000,3900,1500,0,1600,1600,1
170000,1,2,2,26,0,0,0,0,0,0,145445,143279,87885,84534,74758,78633,8000,3500,4000,4000,6000,0,1
10000,1,2,2,24,1,2,2,-2,-2,-2,9765,10400,0,0,0,0,1000,0,0,0,0,0,0
30000,1,2,2,25,2,0,0,0,0,0,29628,27471,29075,26011,13900,0,1600,3000,1200,139,0,0,0
10000,1,2,2,24,1,2,2,2,2,2,6491,6246,8965,8672,9525,9228,0,3000,0,1000,0,800,1
50000,1,1,2,24,0,0,0,0,0,0,48065,47003,13063,25224,14197,13872,2000,2000,2000,2000,2000,2000,0
30000,1,5,2,24,0,0,0,0,2,2,21641,22656,23804,25668,24887,0,1370,1517,2381,0,0,0,0
50000,1,1,2,24,0,0,2,0,0,0,29997,35743,34435,30859,27429,24222,7000,416,3000,3000,3000,3000,0
50000,1,2,2,24,1,-2,-2,-2,-2,-2,-904,0,0,0,0,0,1000,0,0,0,2000,0,0
50000,1,2,2,24,1,2,2,0,-1,0,59197,55551,54083,50000,10135,9952,2000,0,1000,10135,358,403,1
50000,1,2,2,25,0,0,2,2,-1,-1,47104,48872,16012,14228,19546,19473,2800,0,1644,63965,705,798,0
160000,1,2,2,25,0,0,0,0,0,0,60918,62905,71405,82926,84278,93641,2000,8500,13000,2668,11259,2043,0
50000,1,2,2,24,0,0,0,0,2,0,50140,15519,19520,21103,20101,20402,3000,5000,2300,0,1000,2000,0
150000,1,2,2,25,0,0,0,0,0,0,154090,153573,153309,152357,153133,0,5500,5509,5672,6787,0,832,0
20000,1,1,2,26,-1,-1,0,-1,0,0,582,2195,1758,3720,3820,0,2195,1500,3720,100,0,0,0
20000,1,2,2,26,0,0,0,-2,-2,-1,18836,15349,0,0,0,19125,1200,0,0,0,19125,1000,0
50000,1,2,1,24,0,0,0,0,0,0,17336,17961,18689,19284,19517,19193,1600,1700,1600,1200,1000,1000,0
2e+05,1,1,2,33,0,0,0,0,0,0,66548,67010,67627,68085,69445,71242,2385,2485,2414,2434,2863,3000,0
70000,1,2,2,25,0,0,0,0,0,-2,60764,61607,68091,69028,-61372,79256,2500,7500,3182,25200,102000,12152,0
150000,1,1,1,28,0,0,0,0,0,0,146022,145240,148755,133414,101284,73255,5003,6009,3259,149,1866,0,0
130000,1,5,2,27,1,2,0,0,0,0,136184,129545,131045,128104,121641,123470,0,5115,4527,4500,8908,5,0
20000,1,3,2,27,0,0,0,0,2,2,13631,14984,16431,18835,18235,19535,1594,2000,3000,0,1600,0,0
60000,1,1,2,27,-1,-1,0,0,0,0,2165,18214,13172,8717,8552,9902,18243,13000,2000,3000,2000,0,0
50000,1,2,2,24,0,0,0,0,0,0,50574,50116,48063,43787,9226,9628,2500,2505,2531,530,2000,1000,0
210000,1,2,2,27,0,0,0,0,0,0,65763,54166,73077,62288,66309,66393,2150,20000,2205,5000,1982,1982,0
150000,1,1,2,26,-2,-2,-2,-2,0,0,13707,12119,121170,27949,23158,67745,16412,96373,28005,5021,50000,4004,0
50000,1,2,2,25,0,0,0,0,0,0,47053,47521,47633,47482,48162,48926,2100,2500,2000,2000,1685,2000,0
70000,1,1,2,27,0,0,0,0,-2,-1,64330,59944,30206,0,0,5000,2500,1000,0,0,5000,5862,0
20000,1,1,2,27,0,0,0,0,0,0,39607,20571,19089,19658,19453,19108,1613,1323,1600,830,700,674,0
30000,1,1,2,24,0,0,0,2,0,0,28428,28845,31071,30248,30354,29088,1800,3300,0,1500,1500,1300,0
20000,1,2,2,25,1,2,0,0,0,0,19109,18114,18437,19267,19696,16876,0,1370,1200,1000,5000,1500,0
60000,1,2,2,25,2,0,0,0,0,0,60764,60011,61333,60082,38897,39422,2740,2893,2210,938,1188,0,1
10000,1,2,2,25,0,0,0,0,0,0,7795,8615,7851,8704,8877,9063,1116,1292,1145,318,329,331,1
110000,1,1,2,26,0,0,0,0,0,0,58299,57861,47409,47743,45654,26525,2180,2191,1525,18236,1500,2000,0
30000,1,2,2,26,1,2,0,0,0,0,21909,21222,22555,23874,14500,16500,0,1681,2000,2000,2000,2000,0
2e+05,1,1,2,27,-1,-1,-1,0,0,0,3581,3622,7990,10392,7042,5692,3613,7990,6000,0,2000,5000,1
70000,1,2,2,27,0,0,0,0,0,0,17066,59481,50890,50981,54122,58227,53021,2047,1861,4000,5000,3044,0
80000,1,3,2,27,0,0,2,2,2,0,10083,59714,62163,62756,61149,62464,50000,4000,2200,0,2300,5108,0
80000,1,2,1,28,0,0,0,0,0,0,81084,81449,79887,76067,73077,76894,10000,5000,10000,6500,5000,5000,0
20000,1,2,2,24,0,0,0,0,0,0,4091,5316,6467,7500,7497,8170,1300,1400,1300,270,795,0,0
10000,1,2,2,23,0,0,0,0,0,0,8585,3714,4158,4654,3080,0,1061,1104,1000,31,0,0,0
60000,1,3,2,25,0,0,0,0,0,0,56672,57530,59869,59942,28934,27461,2700,3869,2742,1200,1461,1504,0
50000,1,2,2,27,0,0,0,0,0,0,47445,48663,50297,36164,37616,39062,2000,2500,2000,2000,2000,2000,1
110000,1,1,2,28,0,0,0,0,0,0,107425,100395,79889,70062,70901,72754,4028,3008,3200,2600,3000,3000,1
210000,1,1,1,29,1,2,0,0,0,0,26855,23283,11896,8097,7902,7917,65,2524,1311,1000,291,1000,0
40000,1,1,2,29,1,2,2,2,2,2,37672,36775,39982,38979,39479,39329,0,3800,0,1200,0,0,0
130000,1,1,2,27,-1,-1,0,-1,-1,-1,1435,3548,1958,1462,2573,2402,3552,1010,1466,2581,2509,3013,0
